,Name,Type,Episodes,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri,Year,Seconds
60,Hitori no Shita: The Outcast 2nd Season,ONA,24,Tencent Animation & Comics,Unknown,Haoliners Animation League,Web manga,R - 17+ (violence & profanity),1867.0,2436,43294,90,4706,23828,1148,1054,12558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2017,1440.0
61,Grisaia: Phantom Trigger The Animation,Movie,2,Magic Capsule,Unknown,Bibury Animation Studios,Visual novel,R+ - Mild Nudity,3676.0,2045,58626,106,2306,13839,952,741,40788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2700.0
62,Dream Festival!,ONA,12,"Lantis, Bandai, Happinet Pictures, Bandai Namco Entertainment, Amuse, Bandai Namco Rights Marketing",Unknown,Bandai Namco Pictures,Game,PG-13 - Teens 13 or older,4614.0,4603,11716,71,969,5006,527,1207,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1380.0
63,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",Special,1,Geneon Universal Entertainment,Sentai Filmworks,J.C.Staff,Original,PG-13 - Teens 13 or older,2728.0,2589,38914,38,649,29687,333,180,8065,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,1560.0
64,Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,Movie,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,7317.0,12678,401,1,19,202,9,37,134,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3180.0
65,Tori vs. Buta: Buttobi Pizza Battle,ONA,1,Unknown,Unknown,Unknown,Original,G - All Ages,12585.0,14963,196,0,12,123,2,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,120.0
66,Menghuan Shuyuan 4th Season,ONA,14,Unknown,Unknown,Painting Dream,Game,Unknown,15519.0,17069,78,0,9,9,3,28,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,120.0
67,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,Special,1,TBS,Unknown,Digital Media Lab,Original,G - All Ages,8925.0,13695,279,1,9,173,5,34,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,120.0
68,EDEN,Music,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,9496.0,8968,1901,0,14,1631,13,26,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,240.0
69,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,Movie,1,Unknown,Unknown,Shin-Ei Animation,Unknown,PG - Children,2436.0,6146,5725,3,49,5116,36,92,432,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,5460.0
70,Peng Ran Xindong,ONA,Unknown,Unknown,Unknown,Unknown,Web manga,Unknown,Unknown,10106,1188,2,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
71,Hidamari Sketch x 365,TV,13,"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,4-koma manga,PG-13 - Teens 13 or older,754.0,3140,27309,156,1039,17947,874,561,6888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,1440.0
72,Girlfriend (Note),ONA,3,Unknown,Unknown,Encourage Films,Game,G - All Ages,7849.0,7656,3197,0,132,756,75,84,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,660.0
73,Little Witch Academia: Mahoujikake no Parade,Movie,1,"Half H.P Studio, Ultra Super Pictures, TOHO animation, Good Smile Company",Unknown,Trigger,Original,PG - Children,872.0,1033,144012,333,2083,111533,818,447,29131,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3180.0
74,Gun x Sword,TV,26,Studio Tulip,"Funimation, Geneon Entertainment USA",AIC ASTA,Original,PG-13 - Teens 13 or older,2441.0,1894,65323,327,3096,35795,3565,3586,19281,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,1440.0
75,Houkago Midnighters: Short Movies Season 2,OVA,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,14512.0,15705,154,0,5,34,4,26,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1800.0
76,Kidou Tenshi Angelic Layer,TV,26,TV Tokyo Music,"ADV Films, Sentai Filmworks",Bones,Manga,PG-13 - Teens 13 or older,2529.0,2232,51022,290,1653,32978,2615,2852,10924,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2001,1440.0
77,Doraemon Movie 40: Nobita no Shin Kyouryuu,Movie,1,Unknown,Unknown,Unknown,Manga,PG - Children,3248.0,9505,1553,9,21,438,17,30,1047,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,6600.0
78,Thermae Romae: Kodai Romajin ga Uchuu e,Special,1,Unknown,Unknown,DLE,Manga,PG-13 - Teens 13 or older,8258.0,10039,1203,0,29,678,16,44,436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,120.0
79,Match Uri no Shoujo,Movie,1,Gakken Eigakyoku,Unknown,Toei Animation,Book,G - All Ages,8120.0,11993,529,0,15,303,5,46,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,1080.0
80,Matantei Loki Ragnarok,TV,26,"TV Tokyo, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,PG-13 - Teens 13 or older,2400.0,2779,33954,208,1538,18599,1841,1978,9998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2003,1440.0
81,"Iriya no Sora, UFO no Natsu",OVA,6,Happinet Pictures,Unknown,Toei Animation,Light novel,R+ - Mild Nudity,3675.0,3392,23176,71,742,12756,609,602,8467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1620.0
82,Super Seisyun Brothers,TV,14,AIC,Unknown,AIC PLUS+,Web manga,PG-13 - Teens 13 or older,4548.0,3093,27895,38,1196,17418,785,1367,7129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,240.0
83,Gintama x Mameshiba,Special,6,Unknown,Unknown,Unknown,Manga,G - All Ages,4766.0,4817,10514,54,234,5962,165,249,3904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,31.0
84,"Zone of the Enders: Dolores, I",TV,26,"AT-X, TV Tokyo Music",ADV Films,Sunrise,Game,PG-13 - Teens 13 or older,3767.0,4881,10097,33,417,4463,478,511,4228,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2001,1440.0
85,Lupin III: Harimao no Zaihou wo Oe!!,Special,1,"VAP, TMS Entertainment","Funimation, Discotek Media",Unknown,Manga,PG-13 - Teens 13 or older,3626.0,6346,5284,3,80,3329,84,78,1713,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,5400.0
86,Date A Live,TV,12,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",Funimation,AIC PLUS+,Light novel,R - 17+ (violence & profanity),2670.0,123,725237,14111,26962,541505,12802,21904,122064,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1380.0
87,Mawaru Penguindrum,TV,24,"Starchild Records, Mainichi Broadcasting System",Sentai Filmworks,Brain's Base,Original,R - 17+ (violence & profanity),565.0,588,248060,6711,15584,106107,13067,11005,102297,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1440.0
88,Detective Conan Movie 13: The Raven Chaser,Movie,1,"Shogakukan-Shueisha Productions, TMS Entertainment",Unknown,Tokyo Movie Shinsha,Manga,PG-13 - Teens 13 or older,267.0,2384,45223,77,728,38822,265,312,5096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,6660.0
89,Tousan no Kiteki,Music,1,NHK,Unknown,Unknown,Original,G - All Ages,12602.0,15735,152,0,6,108,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,120.0
90,Dies Irae: Reimei,Special,1,"Genco, DMM pictures, Greenwood, Brave Hearts, Crunchyroll SC Anime Fund",Funimation,A.C.G.T.,Visual novel,PG-13 - Teens 13 or older,10070.0,3566,21069,12,490,16983,154,315,3127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,1380.0
91,Winner,Music,1,NHK,Unknown,Unknown,Original,G - All Ages,12854.0,14278,239,0,5,131,6,42,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,120.0
92,Wu Dong Qian Kun 2nd Season,ONA,12,Unknown,Unknown,Motion Magic,Novel,PG-13 - Teens 13 or older,1286.0,9539,1518,9,181,828,22,47,440,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1500.0
93,Konchuu Tsurezuregusa,OVA,1,Tezuka Productions,Unknown,Unknown,Unknown,G - All Ages,15132.0,13470,304,0,9,66,6,39,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,900.0
94,Forestry,Special,1,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,13953.0,14766,205,0,6,94,5,30,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,240.0
95,Otome Youkai Zakuro Picture Drama,Special,2,Aniplex,Unknown,J.C.Staff,Manga,PG-13 - Teens 13 or older,6804.0,6588,4801,8,167,2267,89,107,2171,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,900.0
96,Lesbian Byoutou,OVA,2,NuTech Digital,Unknown,Unknown,Other,Rx - Hentai,Unknown,9065,1839,11,152,991,69,116,511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1800.0
97,Nihon Mukashibanashi: Warashibe Chouja,Movie,1,Gakken Eigakyoku,Unknown,Unknown,Other,G - All Ages,11141.0,14785,206,0,8,80,6,49,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,960.0
98,Kokoro no Tokyo Kakumei,ONA,3,Unknown,Unknown,DLE,Original,G - All Ages,15121.0,17190,67,0,3,19,3,19,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,20.0
99,Shuukan Storyland,TV,56,Nippon Television Network,Unknown,Satelight,Original,PG-13 - Teens 13 or older,12089.0,12430,446,1,25,86,25,52,258,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999,1500.0
100,Shin Hikari Shinwa: Palutena no Kagami,ONA,3,Unknown,Unknown,"Production I.G, Studio 4°C, Shaft",Game,PG-13 - Teens 13 or older,6439.0,7468,3481,4,85,2254,52,57,1033,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,360.0
101,No Guns Life 2nd Season,TV,12,"Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film",Funimation,Madhouse,Manga,PG-13 - Teens 13 or older,3434.0,2111,55681,60,6190,22028,1422,1673,24368,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1380.0
102,Akanesasu Shoujo,TV,12,"Yomiuri Telecasting, Animax, Pony Canyon, Asmik Ace, Studio Mausu, Exit Tunes, Kadokawa, Studio Shamrock, Gamegate","Sentai Filmworks, Ponycan USA",DandeLion Animation Studio,Original,PG-13 - Teens 13 or older,6031.0,2996,29611,52,2551,10614,1212,4484,10750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1380.0
103,Kamiusagi Rope 2 Specials,Special,4,Unknown,Unknown,Unknown,Original,G - All Ages,14840.0,14524,222,0,11,74,7,46,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,120.0
104,Yu☆Gi☆Oh! Zexal Special,Special,1,"TV Tokyo, Nihon Ad Systems",Unknown,Unknown,Manga,PG-13 - Teens 13 or older,7557.0,7044,4057,4,97,2095,102,138,1625,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,480.0
105,Vazzrock The Animation,TV,Unknown,Unknown,Unknown,Unknown,Music,Unknown,Unknown,13301,326,1,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,
106,Metal Fight Beyblade Zero G,TV,38,Unknown,Unknown,"Tatsunoko Production, SynergySP",Manga,PG - Children,7878.0,4941,9898,14,314,6809,269,701,1805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,720.0
107,Master Mosquiton,OVA,6,"Nippon Columbia, Zero-G Room","ADV Films, Media Blasters",Unknown,Manga,PG-13 - Teens 13 or older,4979.0,6639,4718,14,158,2745,132,174,1509,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1996,1620.0
108,Idol Tenshi Youkoso Youko,TV,43,Ashi Production,Unknown,Unknown,Original,G - All Ages,7349.0,10375,1040,1,57,204,47,93,639,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1200.0
109,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,1,Unknown,Unknown,Gainax,Original,PG-13 - Teens 13 or older,1978.0,2640,37192,33,674,25463,614,263,10178,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1440.0
110,Uchuu Senshi Baldios,TV,34,Kokusai Eigasha,Discotek Media,Production Reed,Unknown,PG-13 - Teens 13 or older,5892.0,9397,1603,6,97,418,74,106,908,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1980,1500.0
111,Figure 17: Tsubasa & Hikaru,TV,13,"Bandai Visual, Genco, MediaNet",Media Blasters,OLM,Original,PG-13 - Teens 13 or older,2645.0,4714,11068,58,489,3372,620,487,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2001,2820.0
112,Ultraman Kids no Kotowaza Monogatari,TV,26,TBS,Unknown,Unknown,Other,PG - Children,8069.0,11981,528,1,20,224,17,97,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1986,420.0
113,Paradise,Movie,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,11494.0,12905,366,0,17,61,7,36,245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,1200.0
114,Hello Kitty no Alps no Shoujo Heidi,OVA,1,Sanrio,Unknown,Unknown,Unknown,G - All Ages,8186.0,11562,636,3,19,408,6,42,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1800.0
115,Gifts,Music,1,NHK,Unknown,Unknown,Original,G - All Ages,14127.0,17379,53,0,1,42,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,120.0
116,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Special,5,Unknown,Unknown,Bones,Original,PG-13 - Teens 13 or older,4220.0,8192,2574,1,102,1152,124,103,1093,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,1440.0
117,Aoshima Megu,ONA,1,Unknown,Unknown,Unknown,Original,G - All Ages,10084.0,12223,482,0,31,273,7,32,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,45.0
118,Sayonara no Kawari ni 2013,Music,1,Unknown,Unknown,Unknown,Original,G - All Ages,11845.0,16246,126,0,3,96,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,300.0
119,Agukaru,ONA,5,Medicrie,Unknown,Studio PuYUKAI,Unknown,PG - Children,10180.0,9778,1371,0,113,292,98,214,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2010,720.0
120,Ninja Tamamaru,TV,26,Unknown,Unknown,Unknown,Original,G - All Ages,11182.0,16381,120,0,9,34,2,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,300.0
121,Lalala Lala-chan: Patapata Daisensou,TV,12,Unknown,Unknown,Usagi Ou,Original,G - All Ages,15268.0,15653,157,0,11,54,8,44,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,240.0
122,Advancer Tina,OVA,1,Green Bunny,Media Blasters,Unknown,Unknown,Rx - Hentai,Unknown,8226,2539,19,117,1579,69,142,632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1996,2700.0
123,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,ONA,1,Unknown,Funimation,SILVER LINK.,Light novel,PG-13 - Teens 13 or older,5073.0,2631,37646,22,413,29426,329,225,7253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,240.0
124,Majokko Tsukune-chan,OVA,6,Starchild Records,Unknown,Xebec,Manga,R - 17+ (violence & profanity),5199.0,8272,2510,5,110,1300,80,87,933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,780.0
125,Hibike! Euphonium 2 Specials,Special,7,Unknown,Unknown,Kyoto Animation,Original,PG-13 - Teens 13 or older,4990.0,4144,15152,13,860,7967,543,257,5525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,120.0
126,Misato-chan no Yume Nikki,OVA,1,Unknown,Unknown,Unknown,Unknown,Rx - Hentai,Unknown,12212,485,0,37,154,25,63,206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,3000.0
127,Pittanko! Taiyou-sensei to Pittanko,Special,1,KOO-KI,Unknown,Unknown,Original,G - All Ages,11536.0,16640,107,0,8,25,1,37,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,300.0
128,Pico to Chico,OVA,1,Natural High,Unknown,"Sugar Boy, Blue Cat",Original,Rx - Hentai,Unknown,2043,58893,418,922,53889,224,1258,2600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,2160.0
129,Kaijuu no Kodomo,Movie,1,Unknown,Unknown,Studio 4°C,Manga,PG-13 - Teens 13 or older,3070.0,2386,45116,290,1541,16830,513,248,25984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,6660.0
130,Kage no Kodomo,Movie,1,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,14764.0,13375,311,0,10,81,8,37,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1080.0
131,Kojin Toshi,Movie,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,10181.0,13125,339,1,8,176,7,32,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1380.0
132,Wasurenagumo,Movie,1,Unknown,Unknown,Production I.G,Original,PG-13 - Teens 13 or older,3200.0,2993,29681,42,676,19189,220,86,9510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,1500.0
133,Oishinbo,TV,136,TV Asahi,Unknown,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,6411.0,8947,1915,9,325,232,153,139,1066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1988,1380.0
